order_id,customer_id,order_date,amount
77,2284,2026-03-25,5398.58
78,9522,2024-05-23,12162.72
79,8670,2025-02-13,6213.84
80,6999,2025-12-21,22534.84
81,5414,2025-02-08,7129.79
82,1270,2026-01-29,2625.2
83,7869,2025-04-17,47274.71
84,2604,2026-03-25,43221.78
85,5962,2025-10-27,20964.92
86,9662,2024-07-20,48138.02
87,8570,2024-08-09,45125.31
88,7558,2024-07-25,40692.54
89,1681,2024-07-27,46694.2
90,8434,2024-12-05,36084.31
91,9112,2025-04-04,9572.72
92,5683,2025-04-07,8051.19
93,8085,2025-05-11,49798.87
94,5368,2025-08-05,23394.07
95,70,2025-05-01,43965.88
96,3925,2026-04-23,24918.78
97,6201,2026-04-19,4593.45
98,2008,2025-08-01,19722.78
99,8993,2026-05-06,22915.81
100,8120,2025-10-09,12112.36
101,2780,2025-09-03,29208.87
102,4921,2024-06-25,2528.04
103,756,2024-11-08,14139.68
104,6496,2024-10-10,29916.19
105,5936,2024-10-30,42158.2
106,9514,2026-04-28,33658.78
107,2331,2024-09-03,14358.84
108,5706,2025-12-19,508.05
109,8302,2025-05-05,5464.1
110,1017,2025-07-02,6783.35
111,7348,2025-09-15,13297.2
112,8217,2025-12-13,18352.3
113,4939,2025-02-27,20222.38
114,2839,2025-12-11,2357.6
115,738,2025-08-11,2652.77
116,6201,2025-02-10,28134.66
117,8372,2025-11-20,18189.94
118,232,2026-01-31,14501.22
119,1918,2025-11-23,19378.81
120,8535,2024-12-08,22572.68
121,5919,2026-03-31,27537.87
122,2624,2024-05-23,41283.03
123,8647,2025-11-16,31199.75
124,6402,2025-08-15,30591.05
125,7073,2024-11-24,6520.3
126,2277,2025-02-22,4924.41
127,7394,2024-09-12,18722.6
128,8788,2025-11-20,49340.7
129,3875,2025-02-18,27935.81
130,4531,2025-07-16,18343.76
131,7165,2024-07-31,7298.94
132,4498,2025-10-12,30162.9
133,7934,2024-08-24,20129.22
134,2136,2025-04-06,2108.72
135,6728,2024-05-27,2041.81
136,1566,2025-08-27,35708.23
137,309,2025-08-20,40217.9
138,8535,2025-08-01,26014.7
139,8628,2024-07-15,7532.14
140,8369,2025-03-09,44667.27
141,139,2025-01-20,7075.07
142,194,2025-02-09,46575.3
143,3258,2024-07-05,15994.65
144,3236,2026-04-18,19708.43
145,943,2024-05-30,30863.37
146,4621,2025-05-10,42145.84
147,5721,2025-03-16,29726.86
148,6354,2025-10-24,25415.02
149,4958,2024-10-28,25534.73
150,9146,2026-04-16,24543.35
151,9495,2025-01-18,28189.92
152,3382,2025-09-11,23797.14
153,5840,2024-10-02,930.18
154,2881,2025-08-09,16628.86
155,4888,2024-12-28,5569.27
156,546,2026-03-05,20885.36
157,1928,2026-02-14,15453.12
158,4153,2024-12-21,44948.48
159,5,2026-03-16,43617.75
160,5534,2025-02-12,31500.1
161,9555,2025-06-01,29885.79
162,5379,2025-07-09,13349.97
163,6234,2025-02-09,32813.99
164,2664,2025-08-22,48605.64
165,9466,2024-09-21,28965.87
166,3327,2025-05-07,11454.41
167,3660,2025-11-10,2662.62
168,1132,2024-06-12,24074.39
169,4764,2025-07-03,26259.19
170,6738,2026-03-27,36087.02
171,5093,2026-02-24,38752.85
172,6023,2024-09-11,19071.5
173,3160,2024-09-06,41100.9
174,6160,2025-07-12,12185.61
175,7319,2025-08-11,28671.26
176,8446,2024-12-04,35055.99
177,5308,2025-10-09,9620.14
178,8521,2026-04-29,22107.82
179,3045,2025-11-13,20997.14
180,9613,2024-07-19,20706.71
181,5637,2024-07-14,10274.19
182,2893,2024-09-28,25140.79
183,5289,2025-12-02,30612.76
184,5813,2025-03-18,23633.11
185,655,2024-11-22,42434.01
186,5482,2024-12-01,36397.36
187,760,2024-08-17,35318.18
188,6783,2025-05-30,25982.29
189,1799,2024-08-28,28088.25
190,5160,2025-12-12,49906.33
191,8447,2026-04-29,23970.71
192,5263,2024-10-09,18903.56
193,3824,2024-10-03,47838.61
194,1877,2025-05-12,23037.21
195,6155,2024-05-25,26703.04
196,7788,2025-12-17,27359.03
197,4517,2025-11-28,33825.84
198,3735,2026-01-14,43395.95
199,9437,2025-06-27,34069.22
200,5973,2025-09-27,40202.26
201,6640,2024-10-28,13291.67
202,5357,2024-08-28,24260.59
203,6381,2025-03-03,47871.14
204,1009,2025-03-23,14022.42
205,4315,2026-02-10,14995.11
206,9703,2024-09-10,47080.13
207,2509,2024-12-15,49114.79
208,4759,2024-10-18,38581.6
209,2683,2025-09-04,35274.56
210,7312,2026-04-26,34542.97
211,990,2026-01-25,24501.25
212,8447,2025-04-04,24042.19
213,4712,2024-10-28,28068.33
214,6480,2025-01-30,46730.82
215,6965,2025-11-02,36111.05
216,8076,2025-06-22,14460.69
217,4453,2024-12-24,28716.49
218,8448,2025-11-19,27205.22
219,1008,2026-01-26,44798.45
220,6497,2024-08-30,19787.17
221,9948,2025-08-27,17322.22
222,7689,2024-11-13,38675.91
223,3909,2024-11-08,7409.16
224,2804,2025-07-01,2199.12
225,4380,2024-06-17,47770.15
226,99,2026-05-02,4043.57
227,8389,2025-12-20,46208.08
228,878,2025-11-18,32833.01
229,1869,2024-08-09,37392.19
230,2666,2025-01-21,10777.94
231,1389,2024-08-18,41414.79
232,2416,2024-08-03,13629.52
233,8762,2026-03-05,28144.7
234,2638,2026-03-29,13653.91
235,7243,2025-12-12,5550.41
236,9258,2025-07-30,37070.46
237,8614,2024-10-15,12040.18
238,2884,2025-03-30,2633.19
239,1205,2026-04-03,45268.69
240,545,2024-11-11,11361.02
241,1224,2026-02-25,11718.54
242,3173,2025-10-21,5099.88
243,8960,2025-09-03,16581.65
244,6451,2026-03-25,23672.95
245,6521,2024-09-11,34091.48
246,655,2024-11-02,6959.61
247,6822,2025-01-02,48229.49
248,2447,2025-11-05,48897.74
249,5893,2025-04-15,7981.26
250,8413,2024-07-06,32679.35
251,3667,2025-03-10,44044.31
252,4278,2025-09-18,23837.41
253,4403,2025-03-25,32561.88
254,2570,2025-03-24,37819.96
255,5516,2025-05-30,14433.53
256,9206,2026-05-13,14342.23
257,3986,2025-05-13,3052.21
258,8168,2024-07-13,38459.38
259,7449,2025-07-02,32649.71
260,4311,2026-01-10,11687.79
261,3020,2026-05-01,36960.46
262,3682,2025-11-17,42531.62
263,9636,2025-03-13,1961.18
264,4197,2026-01-12,46081.4
265,573,2026-04-22,20952.46
266,9525,2026-04-26,41896.48
267,4754,2025-10-01,46702.74
268,7083,2025-06-08,1913.36
269,4003,2025-02-12,41826.54
270,5630,2026-05-13,39419.24
271,8418,2025-09-20,9396.95
272,4201,2024-05-30,37475.26
273,1998,2025-04-23,43627.31
274,8964,2025-07-04,14544.4
275,7423,2026-02-12,1969.56
276,4525,2026-03-23,14989.77
277,8626,2025-10-27,30178.87
278,3408,2024-06-07,46429.9
279,6732,2025-12-08,16818.6
280,7796,2026-02-05,22772.02
281,9058,2025-08-26,32101.49
282,2794,2024-09-16,26263.49
283,7335,2025-09-16,44474.07
284,2912,2026-03-10,6796.58
285,7953,2024-10-25,25260.21
286,2416,2024-05-31,13714.57
287,251,2025-11-24,40459.81
288,4952,2025-01-22,16601.14
289,8099,2025-11-30,36582.85
290,5290,2024-12-30,32449.44
291,8103,2024-12-02,35958.05
292,7258,2025-11-03,802.8
293,5566,2026-05-13,16921.9
294,6438,2025-03-10,14821.71
295,9111,2024-06-08,33752.62
296,1174,2025-10-18,9738.75
297,8625,2026-04-11,30586.63
298,836,2025-01-25,31972.42
299,2263,2025-06-22,20333.97
300,9090,2025-09-05,21442.39
301,4568,2024-11-19,16463.54
302,3816,2025-08-22,20101.58
303,247,2025-09-28,4859.72
304,2430,2025-02-13,49086.09
305,9183,2024-12-14,23924.96
306,9119,2025-08-18,46797.69
307,5288,2026-01-05,440.82
308,2608,2025-03-29,19240.36
309,9267,2025-01-17,22392.1
310,5931,2025-05-02,13423.02
311,4023,2025-01-06,16548.3
312,4785,2024-12-10,29164.79
313,6618,2026-05-19,28686.58
314,3152,2025-11-21,13151.5
315,5581,2024-08-18,18041.65
316,7055,2024-07-20,11891.5
317,7707,2026-04-15,33422.53
318,7620,2025-11-09,23323.21
319,4574,2025-08-13,8069.87
320,3492,2025-10-07,34335.07
321,707,2026-03-20,46162.99
322,6998,2025-08-11,44401.29
323,5234,2025-09-29,38515.07
324,8946,2024-12-12,34545.49
325,5756,2025-12-06,31971.7
326,6961,2026-04-23,47037.72
327,8780,2025-03-09,18440.44
328,1335,2025-10-11,11120.38
329,5589,2026-04-12,47872.29
330,1848,2026-03-21,23961.28
331,6852,2026-05-09,22803.44
332,7212,2025-03-04,49443.01
333,7866,2025-05-09,18743.88
334,3318,2024-10-25,35126.84
335,6812,2026-02-12,45648.56
336,165,2025-11-08,37891.79
337,7061,2024-09-15,40119.55
338,3058,2024-08-13,41297.62
339,4429,2024-08-22,38116.8
340,403,2026-05-17,34049.06
341,8606,2024-08-27,29831.14
342,8237,2025-01-31,39389.8
343,6350,2024-09-05,26322.78
344,4158,2025-05-01,26455.84
345,868,2025-05-03,18153.06
346,8211,2024-06-12,45870.51
347,365,2025-07-21,5699.22
348,7468,2026-05-18,41455.83
349,6572,2025-09-15,45154.12
350,580,2026-03-21,10187.62
351,7675,2025-10-08,26879.34
352,8738,2026-03-15,8310.4
353,6469,2025-12-07,42738.85
354,4151,2026-03-02,22147.84
355,3040,2025-04-10,34046.73
356,4138,2025-08-11,35874.21
357,453,2025-09-09,24492.52
358,6538,2025-04-11,44954.58
359,1382,2025-01-30,22329.59
360,8155,2024-06-14,2876.23
361,1468,2026-01-24,6684.02
362,2739,2024-08-04,20829.69
363,7573,2025-08-14,28239.17
364,9409,2024-10-22,27983.98
365,6748,2025-01-25,33671.11
366,881,2024-10-26,15477.66
367,3150,2025-12-22,1186.35
368,8277,2025-03-27,12797.42
369,7893,2024-07-28,250.47
370,4145,2026-02-07,10973.28
371,1169,2025-04-22,3744.17
372,3130,2024-11-09,21242.5
373,3646,2025-01-18,35049.21
374,2527,2025-01-10,27104.06
375,3517,2025-06-14,3106.76
376,3368,2024-11-18,44721.5
377,7339,2024-12-06,49308.25
378,3556,2024-09-29,23656.35
379,5112,2025-11-16,14425.83
380,6753,2025-09-25,9081.07
381,446,2025-04-12,6857.9
382,6365,2024-06-07,32112.1
383,3627,2025-10-26,36491.55
384,4017,2025-12-14,48192.75
385,3876,2024-11-27,18785.6
386,5498,2026-01-15,44577.55
387,6239,2025-04-27,22482.0
388,262,2026-02-26,45864.04
389,4993,2024-09-20,18937.07
390,4026,2025-06-22,4104.47
391,8284,2024-12-27,48210.8
392,4223,2024-11-27,43740.23
393,4176,2026-03-29,6736.19
394,9175,2024-11-17,43028.3
395,3444,2025-05-12,6019.8
396,5012,2024-10-20,49643.05
397,694,2025-01-18,19713.63
398,8348,2025-11-25,6454.62
399,1813,2024-11-06,48938.35
400,5725,2025-02-09,41757.6
401,1408,2025-12-27,37833.35
402,8033,2025-11-30,48926.69
403,9409,2025-04-11,23203.89
404,1411,2024-12-02,35982.79
405,3498,2026-01-02,21263.99
406,4373,2025-02-08,19025.9
407,7395,2024-08-24,11560.24
408,552,2024-06-10,23085.2
409,9369,2025-02-02,7840.56
410,4333,2024-09-03,9505.17
411,998,2025-09-15,43772.89
412,4077,2025-12-12,38297.95
413,6100,2026-01-12,1707.64
414,5556,2026-01-14,33043.86
415,4053,2024-11-15,30784.67
416,5304,2025-11-06,46818.27
417,8119,2025-11-19,44463.16
418,6103,2025-04-09,12109.25
419,5491,2024-12-04,3457.82
420,8565,2026-01-21,29737.81
421,5617,2025-11-21,22377.41
422,2249,2025-07-29,33633.98
423,849,2024-12-27,43623.4
424,6355,2025-07-01,12312.23
425,8696,2025-08-17,2307.41
426,8071,2025-05-31,22004.24
427,8895,2025-07-17,27034.01
428,3626,2025-03-26,37743.85
429,315,2025-02-11,38825.57
430,2377,2024-10-26,7092.77
431,9233,2026-01-10,49674.82
432,4379,2025-07-06,11784.66
433,8450,2025-01-01,45828.21
434,575,2025-01-16,28847.91
435,9745,2025-05-05,28915.99
436,5586,2024-06-10,38649.66
437,5493,2026-03-10,40937.29
438,8950,2026-04-24,11921.51
439,2811,2024-11-04,43825.29
440,8135,2026-03-25,49286.21
441,9297,2026-01-31,26110.43
442,5671,2024-06-12,20736.65
443,7716,2025-10-02,13830.18
444,6568,2024-11-10,27880.23
445,3460,2024-07-02,29624.19
446,6118,2025-01-25,36787.08
447,3993,2025-12-10,8839.15
448,7838,2025-03-10,33969.63
449,204,2024-10-08,27836.95
450,2776,2025-02-24,2439.52
451,1993,2025-07-03,17286.3
452,2244,2025-05-31,32201.47
453,8499,2025-01-08,19119.62
454,1688,2025-12-27,26270.71
455,4110,2024-07-12,34845.79
456,1861,2026-04-25,20472.13
457,5177,2025-05-07,15064.44
458,723,2024-07-11,9275.56
459,8972,2025-10-12,26942.62
460,8721,2026-03-23,12124.31
461,4894,2024-08-12,11344.69
462,344,2026-01-24,42891.31
463,5399,2025-08-26,7303.15
464,8401,2026-03-16,23204.96
465,4737,2025-07-24,2975.43
466,3407,2025-11-23,20692.61
467,9504,2026-01-13,20883.74
468,920,2025-10-18,26546.59
469,5820,2025-12-04,19482.11
470,2045,2025-04-06,12824.28
471,419,2025-10-27,16580.12
472,1750,2024-07-04,4045.61
473,7379,2024-07-08,22544.36
474,1100,2025-01-06,18616.77
475,3393,2025-05-09,26828.21
476,2773,2025-10-02,41487.37
477,6785,2026-01-12,2671.68
478,1546,2025-04-21,18920.68
479,1071,2024-07-05,30287.98
480,6523,2026-02-13,2073.42
481,1851,2026-05-02,3731.94
482,5054,2024-08-09,40252.07
483,2940,2026-02-28,29420.43
484,7195,2026-04-26,33605.38
485,5852,2025-09-27,10929.12
486,6674,2025-10-08,10523.57
487,679,2024-07-10,45360.94
488,989,2026-05-09,15229.08
489,9800,2025-08-12,45458.81
490,1503,2025-09-23,10669.21
491,1790,2026-05-11,9582.18
492,5282,2024-08-06,37099.61
493,5028,2024-10-24,37369.27
494,1426,2024-11-07,37741.1
495,6655,2024-08-05,45730.62
496,2441,2025-12-17,34811.75
497,6857,2025-09-21,35218.05
498,7368,2025-11-26,19891.94
499,9471,2026-01-08,12042.61
500,2595,2025-01-01,16148.59
501,4690,2025-12-03,14224.65
502,2437,2025-03-02,23365.9
503,5518,2025-02-03,32471.19
504,9220,2025-10-30,15490.27
505,6311,2025-02-17,18046.27
506,3540,2026-03-27,44152.32
507,3484,2026-01-04,23353.6
508,7372,2024-12-19,40160.55
509,2242,2026-04-14,36148.44
510,6379,2025-06-14,38105.29
511,2766,2025-06-08,16079.64
512,9366,2024-08-19,10236.06
513,4912,2025-02-22,15714.81
514,404,2024-07-17,2381.2
515,3383,2025-10-10,43217.83
516,4164,2025-04-12,37088.49
517,7631,2026-01-08,909.37
518,88,2025-09-21,27710.25
519,9351,2025-11-06,29243.19
520,5817,2024-11-16,36028.6
521,5471,2025-09-18,14830.1
522,6277,2025-03-11,9889.97
523,5740,2025-03-01,11577.93
524,4274,2025-10-18,28532.5
525,9574,2025-10-20,12361.93
526,6524,2024-10-29,27577.06
527,5004,2026-03-16,47178.88
528,8039,2026-04-15,16944.46
529,6607,2025-09-12,38191.7
530,2065,2026-05-04,24482.19
531,5316,2026-01-02,36205.54
532,318,2024-08-04,37005.75
533,1503,2025-10-07,23095.37
534,6131,2026-01-26,36665.33
535,7420,2025-11-29,17673.59
536,2043,2025-05-04,7083.93
537,4599,2025-07-03,27372.66
538,119,2025-03-17,9283.98
539,710,2025-09-26,44479.29
540,3558,2024-09-23,49517.14
541,3251,2026-03-05,47866.12
542,8062,2025-04-08,26244.83
543,8610,2026-04-02,41969.52
544,2604,2024-12-08,3809.09
545,1102,2025-03-07,40918.0
546,4422,2024-11-15,2520.87
547,7858,2025-11-11,418.55
548,8178,2025-07-24,6960.83
549,6083,2024-08-08,31572.01
550,6659,2024-07-31,3491.6
551,2262,2025-01-12,7636.38
552,8022,2024-10-28,11014.11
553,509,2025-06-15,22854.88
554,2380,2025-12-20,3116.46
555,8880,2026-04-27,31922.66
556,4753,2024-06-16,46701.8
557,9485,2026-01-20,45646.3
558,5496,2025-04-29,32998.29
559,3210,2025-11-25,885.02
560,7399,2024-08-12,26657.4
561,6744,2025-11-14,20625.79
562,5649,2024-09-13,934.63
563,5172,2025-11-29,36137.42
564,7891,2024-09-20,26833.33
565,325,2024-10-28,14405.76
566,3558,2024-12-26,25160.58
567,3588,2026-01-17,34923.17
568,152,2025-11-21,21585.6
569,955,2025-06-23,46991.62
570,4355,2026-01-10,9045.42
571,7161,2024-10-03,45910.64
572,9384,2025-12-13,26266.83
573,688,2024-10-20,12124.34
574,8502,2026-03-21,31027.06
575,9695,2024-11-06,12695.67
576,3128,2025-11-01,17786.61
577,6764,2025-02-25,39767.32
578,3396,2024-07-21,4043.06
579,9006,2024-08-09,47968.96
580,846,2025-10-10,23003.99
581,1165,2026-05-22,12236.07
582,5905,2024-08-25,34892.09
583,9960,2024-12-17,15068.73
584,5361,2026-02-03,41420.3
585,355,2025-04-05,4122.78
586,1873,2026-03-18,49584.57
587,2025,2025-08-09,32529.73
588,2818,2025-12-28,1681.06
589,3833,2024-07-25,20323.39
590,8258,2025-05-29,18920.76
591,2582,2025-05-14,23852.65
592,9583,2026-05-08,31873.73
593,9323,2025-09-08,35171.97
594,2487,2025-06-28,4226.04
595,9027,2025-08-01,42281.96
596,8419,2025-10-22,32280.87
597,2444,2024-10-01,16630.4
598,8920,2025-03-24,48868.73
599,1037,2025-10-17,48694.6
600,8685,2024-09-09,44750.08
601,7436,2026-03-01,45965.7
602,1549,2026-02-06,11565.35
603,9336,2025-03-01,45073.52
604,5066,2024-12-11,34645.16
605,6497,2026-04-25,28382.53
606,6184,2024-10-10,13627.64
607,3958,2024-12-10,46215.55
608,3408,2024-06-11,34252.99
609,640,2026-05-07,14090.61
610,173,2026-03-05,27197.23
611,5667,2025-05-31,32939.65
612,4355,2026-02-13,9049.79
613,3960,2025-10-19,42536.34
614,8709,2025-08-04,881.34
615,8715,2024-12-30,10437.19
616,2887,2026-03-04,7295.16
617,2165,2025-02-24,41052.47
618,3946,2024-08-14,41063.03
619,5236,2025-03-13,46450.86
620,7747,2024-11-24,15033.92
621,2591,2024-07-26,28241.51
622,7755,2026-04-15,28378.13
623,4935,2024-11-03,42487.18
624,4077,2025-04-20,33884.04
625,5186,2026-02-24,27074.07
626,1094,2026-02-18,19253.93
627,3881,2025-07-17,37013.28
628,6560,2024-10-15,39545.85
629,2786,2024-12-18,34496.6
630,6066,2025-06-23,4013.54
631,6540,2024-10-26,37298.28
632,1575,2024-10-15,17358.39
633,5677,2025-03-24,4974.52
634,8061,2025-11-10,11683.99
635,3991,2025-09-20,3893.31
636,5211,2025-05-14,30297.92
637,4846,2024-07-09,30731.88
638,9286,2026-02-16,29820.87
639,1190,2024-06-01,48449.13
640,2690,2026-01-21,16386.19
641,4096,2024-08-12,31742.74
642,1876,2026-01-22,39199.05
643,7769,2025-09-21,22582.45
644,3407,2025-11-03,11484.11
645,9980,2025-02-09,27696.58
646,3933,2025-06-20,18833.81
647,9800,2025-03-23,9368.32
648,8241,2025-09-19,29335.17
649,5409,2026-03-26,19065.63
650,3862,2025-11-12,38631.15
651,7407,2026-01-24,14839.44
652,2834,2025-04-13,12397.84
653,5286,2025-03-20,3767.98
654,9590,2025-08-26,13471.8
655,7646,2026-04-28,19062.0
656,9024,2025-03-26,39216.13
657,4778,2024-06-05,7798.42
658,2736,2024-08-06,19542.14
659,8274,2025-12-29,18098.94
660,8279,2024-08-13,4666.87
661,6369,2024-11-14,47153.72
662,822,2024-08-24,22292.32
663,7526,2025-09-20,38091.19
664,163,2026-02-21,5201.35
665,7778,2025-08-13,4456.13
666,1933,2026-01-08,21605.88
667,3536,2025-08-03,27893.55
668,5957,2025-07-08,25670.8
669,3447,2024-06-11,5254.32
670,2791,2026-03-26,4571.98
671,2708,2025-07-23,27755.57
672,7960,2024-12-25,29886.54
673,3934,2025-10-07,39243.49
674,3386,2025-09-03,43199.54
675,6637,2026-04-10,715.8
676,923,2026-03-17,20749.12
677,8090,2025-08-25,38980.54
678,9775,2025-12-27,36269.71
679,565,2025-07-17,28020.87
680,3259,2025-11-09,49637.24
681,2501,2025-09-02,12212.85
682,4567,2025-06-04,26103.12
683,9180,2026-01-06,34297.27
684,6882,2026-03-19,8558.14
685,3637,2025-11-27,13519.06
686,6031,2025-11-02,13493.5
687,224,2024-09-08,7382.15
688,6298,2025-04-30,8443.65
689,351,2026-01-06,13870.5
690,7315,2026-01-31,15057.64
691,1929,2025-01-05,39155.06
692,7744,2024-10-21,18120.13
693,8541,2025-11-01,47216.69
694,4733,2025-03-18,36072.88
695,1018,2025-10-07,24840.54
696,2227,2024-11-17,30871.77
697,7207,2025-04-10,22947.3
698,7171,2024-12-12,6860.93
699,6208,2025-10-17,437.69
700,2420,2024-08-18,19845.03
701,6241,2026-04-17,42096.51
702,1894,2024-05-29,19056.51
703,5323,2024-06-02,43123.7
704,7719,2024-11-18,22067.12
705,6879,2025-09-01,21587.75
706,1126,2026-02-23,41194.41
707,3118,2026-02-21,32586.74
708,4162,2025-10-20,29760.21
709,4043,2025-05-28,15091.72
710,4434,2025-08-17,30200.24
711,8639,2024-10-02,34795.09
712,2659,2024-10-25,24002.59
713,3484,2025-06-04,8964.1
714,2945,2024-11-17,19972.16
715,7211,2024-07-06,16024.97
716,7654,2024-07-29,36770.23
717,8788,2024-09-21,31681.83
718,1987,2024-07-24,48391.38
719,1075,2026-02-28,39120.52
720,4306,2026-04-02,16361.72
721,3008,2025-05-30,14086.98
722,970,2024-12-02,39314.74
723,8773,2024-10-29,18314.28
724,2825,2025-01-07,46610.15
725,1212,2024-09-22,10070.02
726,230,2025-05-09,49863.52
727,4285,2025-06-25,9078.37
728,3186,2026-01-14,38404.13
729,502,2025-03-31,1443.11
730,49,2026-02-19,36387.95
731,3567,2025-05-27,47154.45
732,3056,2025-04-23,10561.45
733,8881,2025-06-15,39904.51
734,387,2024-08-26,41580.96
735,970,2024-12-17,3551.02
736,9198,2024-07-23,42404.62
737,5821,2024-05-29,39772.78
738,3053,2026-05-09,33681.58
739,7398,2024-07-25,7045.04
740,2303,2026-05-15,15211.35
741,2284,2025-11-15,12708.82
742,9800,2025-06-25,7791.75
743,4367,2025-10-29,21214.08
744,123,2026-04-23,18911.84
745,6800,2025-02-11,22508.43
746,9473,2025-06-30,29936.9
747,3728,2025-07-14,29153.98
748,8451,2024-08-28,26764.93
749,9140,2026-03-05,46182.44
750,4959,2026-04-18,43494.72
751,525,2025-03-05,20973.2
752,9080,2025-04-16,1934.58
753,8400,2025-04-27,48424.56
754,149,2025-10-15,35111.55
755,8002,2024-09-09,40633.62
756,438,2025-04-03,29731.62
757,3750,2025-03-04,45728.62
758,8187,2025-03-24,5557.53
759,4454,2024-08-05,12486.73
760,5337,2025-04-25,33268.22
761,4552,2025-10-31,8400.29
762,2824,2025-04-11,30672.63
763,5729,2024-07-19,28204.69
764,8678,2025-05-15,32287.06
765,8392,2025-11-19,32372.51
766,1983,2024-10-23,48343.88
767,6997,2026-04-01,16646.68
768,9664,2025-04-13,39831.93
769,2312,2025-10-24,5386.63
770,7226,2026-05-18,5020.47
771,9714,2025-08-27,11177.85
772,605,2025-03-07,37367.97
773,8176,2025-02-12,27943.87
774,5786,2026-03-09,34414.45
775,9610,2025-10-26,11129.48
776,4598,2025-06-13,18768.57
777,7760,2025-03-05,23206.85
778,7533,2026-05-13,34009.82
779,8741,2025-09-08,34552.82
780,839,2024-12-24,7622.17
781,3816,2025-11-26,49885.37
782,848,2024-10-25,24190.28
783,4710,2024-12-06,14842.07
784,4508,2024-07-19,46035.32
785,6576,2025-05-02,4384.15
786,4774,2025-08-24,41582.76
787,4469,2025-08-18,36534.52
788,5193,2025-02-19,17481.6
789,3321,2024-12-20,17219.03
790,4699,2025-12-10,39235.07
791,4312,2024-07-07,26103.63
792,3674,2025-09-11,17480.18
793,1565,2024-09-29,4971.39
794,1841,2024-07-27,36127.5
795,6059,2024-11-05,22677.11
796,7132,2024-12-20,3452.0
797,727,2025-07-20,2329.68
798,9437,2025-02-25,35567.87
799,6698,2026-02-13,1227.0
800,9258,2025-08-06,17219.59
801,283,2025-10-12,5557.2
802,1082,2024-10-20,40022.5
803,3886,2024-12-20,46503.13
804,2882,2025-02-07,37050.43
805,2971,2024-10-05,25848.1
806,9345,2025-12-15,27640.32
807,6986,2024-06-21,16616.38
808,948,2024-08-02,21375.83
809,4761,2024-07-20,23156.5
810,9910,2025-07-18,39908.01
811,67,2026-02-13,31525.04
812,8829,2024-11-05,9400.71
813,8506,2025-05-29,32899.66
814,565,2025-04-10,19839.56
815,9794,2026-03-31,36895.68
816,9018,2025-06-25,44166.56
817,3671,2025-08-05,22533.79
818,9218,2025-09-25,21534.69
819,2252,2026-02-25,322.06
820,805,2024-10-28,10818.33
821,4632,2024-12-28,13989.41
822,9584,2024-06-17,35217.61
823,1236,2025-04-24,39820.8
824,6721,2024-11-09,28909.66
825,6907,2025-06-23,39995.17
826,6017,2025-07-30,26890.76
827,3550,2025-12-03,18353.07
828,7939,2026-03-04,9934.01
